"","Name","ID","pSize","NDE","pNDE","tA","pPERT","pG","pGFdr","pGFWER","Status","KEGGLINK"
"80","Fc epsilon RI signaling pathway","04664",70,61,0.116933301996761,42.6702135991438,0.277,0.143486440134764,0.234959045720676,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04664+14360+21926+16189+11651+11652+23797+12981+26415+29857+26398+26400+26397+26399+228026+18706+18707+18708+18709+18710+30955+320207+74769+18750+18753+18754+14389+16822+12229+20963+17096+16797+18803+234779+16331+26395+26396+110157+15461+16653+18176+20662+20663+18781+18782+18784+237625+26565+26971+329502+53357+66350+26414+26419+26420+170758+19353+19354+22324+22325+57257+16191"
"81","Toxoplasmosis","05145",117,98,0.257074870792778,-33.1692378022168,0.131,0.14787304120049,0.238778812756225,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05145+17874+16179+22034+26409+66513+68652+12675+16150+16151+18035+18036+18033+19697+26414+26419+26420+26415+29857+26397+26399+14678+14679+14681+16159+16160+21926+12048+11796+11798+329581+18126+16451+16452+20846+12265+14960+14998+15000+15001+15002+11689+12703+20848+12371+12367+12370+18706+18707+18708+18709+18710+30955+320207+74769+228026+11651+11652+23797+16403+16412+18781+18782+18784+237625+26565+26971+329502+53357+66350+16772+16773+16774+16775+16776+16777+16780+16782+226519+23928+239081+17087+21898+15481+15482+24088+15979+15980+105675+21939+12015+21937+16835+21803+21808+21809+16154+16155+54721"
"82","Endometrial cancer","05213",52,43,0.455295034986761,56.1227465886492,0.075,0.149464600351225,0.238778812756225,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05213+12387+15461+16653+18176+11789+23805+12005+12006+56637+12385+56484+12015+12371+16202+12550+16842+21414+21416+19211+18607+20662+20663+17350+13712+13649+17869+11651+11652+23797+18706+18707+18708+18709+18710+30955+320207+74769+13645+26395+26396+109880+110157+11836"
"83","GnRH signaling pathway","04912",89,77,0.109753618119729,45.7037369528358,0.34,0.160024194426452,0.249653651360339,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04912+18750+18753+104110+104111+11512+11513+11514+11515+210044+224129+432530+12640+18795+18796+18797+18798+12540+11911+12322+12325+26397+26399+26415+29857+26401+26405+26406+26407+23939+18781+18782+18784+237625+26565+26971+329502+53357+66350+16438+16439+16440+12313+12314+12315+14672+14682+17387+18805+18806+14683+14714+20779+17390+18747+18749+19108+12288+12289+12292+54652+13712+26395+26396+110157+15461+16653+18176+20662+20663+13649+15200+26398+26400+26414+26419+26420+16476"
"84","Legionellosis","05134",52,43,0.455295034986761,-21.9872478779263,0.082,0.160083257360828,0.249653651360339,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05134+268973+66824+12362+16176+16173+17940+12369+18033+19697+18035+94044+11840+19324+76308+12747+20333+20224+66397+269523+12371+12367+12370+11783+16409+16414+12266+15510+18034+13627+13628+15499+56422+15481+15482+24088+21898+12475+17874+21926+16193+16159+16160+14825"
"85","Type II diabetes mellitus","04930",47,42,0.0929733875273359,10.1393682774434,0.547,0.202344994124697,0.311849343886298,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04930+18746+18770+18706+18707+18708+18709+18710+30955+320207+74769+20528+16337+16334+12703+216233+67296+11450+16150+18753+18754+16369+384783+26414+26419+26420+18762+21926+12286+12287+12288+12289+12290+12291+103988+15275+15277+212032+216019+56717+378435+20526+20927"
"86","Cholinergic synapse","04725",107,93,0.0675700683087837,9.92465964153844,0.791,0.209999431320967,0.314030557653787,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04725+108015+110834+11438+11440+11441+11444+12669+243764+12672+11423+104110+104111+11512+11513+11514+11515+210044+224129+432530+18747+18749+19108+14672+14682+18795+18796+18797+18798+16438+16439+16440+18750+12647+63993+12286+12287+14678+14679+14681+14688+14695+14696+14697+14700+14701+14702+14706+14708+14710+64337+66066+12671+16515+16518+16520+16535+16536+226922+60613+11911+12912+12913+208647+208677+26427+78284+12322+12325+12326+18706+18707+18708+18709+18710+30955+320207+74769+11651+11652+23797+12288+12289+12292+54652+15461+16653+18176+26395+14281+16452+14360+16519+16522"
"87","Non-small cell lung cancer","05223",52,44,0.317907291585954,49.643471539832,0.169,0.210814178438809,0.314030557653787,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05223+18750+56484+12371+12015+11651+11652+23797+18607+18706+18707+18708+18709+18710+30955+320207+74769+12571+13555+13557+242705+15461+16653+18176+18803+234779+21802+13649+58231+13645+19645+218772+20662+20663+20181+20182+20183+56289+54354+12578+26395+26396+109880+110157+11836"
"88","Intestinal immune network for IgA production","04672",39,29,0.890948896544904,10.1127178032101,0.061,0.212627918357347,0.314030557653787,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04672+21803+16191+16193+24099+21939+57916+21935+12524+12487+14960+14998+15000+15001+15002+12769+12777+16168+16401+16421+17123+16189+20300+16183+17000+53859+50723+12767+16169+18703"
"89","Influenza A","05164",142,121,0.113034518576462,15.8896443546823,0.483,0.213349004818222,0.314030557653787,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05164+67373+230073+71586+228607+217069+56480+56489+142980+106759+16150+18033+19697+11909+16476+18035+18036+12914+54131+54123+18706+18707+18708+18709+18710+30955+320207+74769+11651+11652+23797+170743+17874+216799+66824+12362+16176+16173+77125+15975+15976+16451+54721+20846+20847+16391+17858+246727+246728+246730+56417+18854+12265+14960+14998+15000+15001+15002+26397+26399+26415+29857+26398+26400+26414+26419+26420+20304+15894+16175+16193+21926+16159+16160+13666+15467+19106+27103+100037258+15481+15482+81489+13665+22035+21933+22333+12371+56637+16646+16647+53817+103573+18750+110157+26395+26396+11461+58185+54188+54196+170722+53319+83454+237082+56488+66679+232989+15945+214523+50528+14103+14102+270151+15463+117198+18550+214531+15979+15980+16452+21898+21937"
"90","Thyroid cancer","05216",28,22,0.722781610921231,27.1842138066653,0.078,0.218499902149079,0.318038746461437,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05216+15461+16653+18176+19016+109880+26395+26396+20181+20182+20183+12387+17869+12550+19713+76551+108989+18211+21787+59069+16842+21414+21416"
"91","Huntington's disease","05016",172,145,0.14946245020103,-7.10167650338227,0.394,0.225666343157341,0.324860340149579,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05016+100041273+104130+17991+17993+17995+226646+227197+407785+407790+54405+595136+66046+66108+66218+66377+66414+66416+66495+66916+67130+67184+67264+67273+68194+68197+68198+68202+68342+68375+69875+70316+72900+75406+78330+66925+66945+67680+22272+66445+66594+66694+67003+67530+12857+12858+12861+12862+12864+12866+12867+12868+12869+20463+333182+66142+78174+84682+11946+11947+11949+11950+11951+11957+228033+28080+66043+67126+71679+15194+19712+217864+20466+15182+433759+12064+15114+12914+20020+20021+20022+231329+245841+66420+66491+69241+69833+69920+14810+14812+13385+14682+108071+14816+18795+18796+18797+18798+16438+105675+11739+11740+22333+22334+22335+228980+21780+20656+22227+20655+21374+12757+67300+74325+11772+11773+232910+71770+215114+73916+12370+12367+13191+67665+69654+105000+110084+327954+381917+432611+54152+75563+21817+11783+12371+12912+12913+208647+208677+26427+78284+19017+19016+12028+170770+20683"
"92","Axon guidance","04360",129,107,0.323982556733875,36.8434345314862,0.189,0.232260166326486,0.330718280312713,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04360+14678+14679+12767+170758+19353+19354+18018+18019+18021+54446+73181+19055+19056+19057+19058+19059+56398+70261+226251+231148+319713+57764+20563+20562+14360+14083+12540+19877+19878+18479+18481+224105+241656+70584+11848+16412+218397+17973+19649+12934+19876+53972+11350+107448+107449+13835+13836+13837+13838+13839+13841+13842+241568+268902+13641+13642+13643+13844+13845+13846+13848+270190+20361+13636+13637+13638+13639+13640+18208+17295+11854+65254+16885+16886+140570+140571+15461+16653+18176+18844+18845+18846+243743+108151+20346+20348+20350+218877+20358+20359+20360+214968+20351+20352+20353+20354+20355+26456+20356+20357+117600+14270+259302+12568+18186+16728+56637"
"93","Retrograde endocannabinoid signaling","04723",96,83,0.101499534387346,-2.03887752034387,0.617,0.23613383316488,0.332618625210745,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04723+140919+216227+14682+18795+18796+18797+18798+16438+16439+16440+18750+12286+12287+12288+12289+12292+54652+19225+14394+14396+14397+14399+14400+14401+14402+14403+14404+14405+14406+14408+14409+57249+12801+14678+14679+14681+14688+14695+14696+14697+14700+14701+14702+14706+14708+14710+64337+66066+108071+14816+231871+269060+23945+66082+22348+14799+14800+14802+53623+16519+16521+16522+16524+104110+104111+11512+11513+11514+11515+210044+224129+432530+18747+18749+19108+14073+242864+26414+26415+26419+26420+29857+116837"
"94","Apoptosis","04210",82,72,0.0682548941430975,-1.73232604249301,0.946,0.241489762696373,0.336544243757712,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04210+19055+19056+19057+19058+19059+56398+70261+12028+12048+13347+11920+13804+26926+12367+11796+11798+329581+13368+12364+12371+12369+12015+18033+19697+12368+18747+18749+19084+19085+19087+19088+19108+18035+11783+12122+12370+12333+12334+11651+11652+23797+53859+12675+16150+16151+12633+18706+18707+18708+18709+18710+30955+320207+74769+16179+73914+17874+71609+22030+19766+18211+16177+16180+21937+21933+14102+18049+16175+16176+21926+22035+14103"
"95","Fanconi anemia pathway","03460",47,42,0.0929733875273359,-1.30835267430907,0.746,0.254438397091237,0.350857158094233,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu03460+14087+237211+14088+208836+72775+60534+67030+233826+71885+12144+74386+223970+21975+21976+235610+245000+19891+68240+68275+71718+12190+17350+237911+12189+114714+330554+230484+67561+67196+56210+20892+80905+27015+19714+26447+71711+268465+50505+13870+52864+101831+15205"
"96","p53 signaling pathway","04115",65,57,0.104625649247372,-0.813877104448609,0.944,0.327410892840437,0.446779447521846,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04115+20437+20438+16009+13197+17873+23882+12649+245000+50883+11920+55948+12566+12447+12448+22084+53892+22062+12450+12452+26374+20135+382985+107986+68428+19211+12521+21825+16000+18787+107831+12578+12575+22401+12122+14102+29870+12028+57913+12370+12534+11783+12371+17246+68098+12571+12444+12445+64058+66940+140742+230784+75747+12442+268697+12367+170770+58801"
"97","mTOR signaling pathway","04150",62,54,0.138818969107288,-2.1251031467133,0.759,0.342467313032843,0.462507402137138,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04150+12283+69008+20869+109880+22241+29869+71742+13684+26987+13685+20104+72508+14205+18654+22339+22340+22341+15251+74370+56717+56716+78757+19744+105787+108079+74747+22084+64930+110651+20111+20112+67071+11651+11652+23797+18607+18706+18707+18708+18709+18710+30955+320207+74769+16000+16334+19211+67605+245670+52187+54170+18750+21926+16150"
"98","Alzheimer's disease","05010",162,137,0.137650231105721,-4.09657891232026,0.8,0.353065455899046,0.47195484410995,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05010+66340+19164+19165+59287+208117+226548+23821+56175+11491+21926+11820+12371+12364+12367+11783+100041273+104130+17991+17993+17995+226646+227197+407785+407790+54405+595136+66046+66108+66218+66377+66414+66416+66495+66916+67130+67184+67264+67273+68194+68197+68198+68202+68342+68375+69875+70316+72900+75406+78330+66925+66945+67680+22272+66445+66594+66694+67003+67530+11946+11947+11949+11950+11951+11957+228033+28080+66043+67126+71679+12857+12858+12861+12862+12864+12866+12867+12868+12869+20463+333182+66142+78174+84682+16438+16439+16440+11937+11938+53313+14682+18795+18796+18797+18798+14810+14812+14813+14814+12288+12289+12292+54652+15108+12333+12334+12569+12568+17762+14102+21937+12370+12122+18125+13666+78943+226641+11816+12313+12314+12315+19055+19056+19057+19058+19059+56398+70261+12015+17380+11785+16971+16956+234664+12369+56637+20617+16176"
"99","Salmonella infection","05132",75,64,0.206780745203877,10.6467683787771,0.552,0.361867859488968,0.475709156481491,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05132+19353+12540+18033+19697+26414+26419+26420+21872+242687+83767+11867+434782+56378+56443+67771+74192+76709+22376+73178+14281+16476+11461+21898+16803+12475+17874+192176+286940+18643+382562+75477+110350+13424+13426+13427+234663+235661+69582+226421+280408+16593+16594+232943+74764+268973+66824+12362+16176+16173+26415+29857+109333+263803+15979+15980+18126+16175+16193+20302+20303+14825+12981+19877+19878"
"100","VEGF signaling pathway","04370",70,60,0.194125764926634,12.9394807543833,0.591,0.363136760672894,0.475709156481491,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04370+12540+18803+234779+19225+18781+18782+18784+237625+26565+26971+329502+53357+66350+15507+102626+17164+19055+19056+19057+19058+19059+56398+70261+11651+11652+23797+18706+18707+18708+18709+18710+30955+320207+74769+18018+18019+18021+54446+73181+18750+14083+26415+29857+19303+27371+20779+216148+22339+26395+26396+110157+15461+16653+18176+18127+12371+12015+170758+19353+19354"
"101","ErbB signaling pathway","04012",84,71,0.245667891761923,23.1770403970483,0.596,0.427729522283959,0.55477789523959,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04012+13712+13867+20850+20851+13649+56637+13685+72508+12575+12576+56717+18479+18481+224105+241656+70584+17973+12015+14388+21802+26398+26400+12402+208650+80794+18183+26414+26419+26420+12928+12929+14083+20662+20663+20416+20418+216148+271849+18750+12322+12325+18803+234779+15200+16476+11350+11352+18706+18707+18708+18709+18710+30955+320207+74769+11651+11652+23797+20779+83961+17869+11839+13645+26395+26396+109880+110157+11836+15461+16653+18176"
"102","Gap junction","04540",84,71,0.245667891761923,-13.5828831129185,0.63,0.443543648505721,0.568408543294209,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04540+104318+18750+14678+14679+14609+23939+26405+19092+15559+15560+12534+14745+18747+18749+19108+21872+22154+227613+545486+67951+73710+104110+104111+11512+11513+11514+11515+210044+224129+432530+20779+22143+22145+22146+238463+53857+234889+239134+54195+60596+26395+26396+110157+15461+16653+18176+20662+20663+13649+18595+18596+13645+18590+18591+54635+71785+11554+14683+14672+14682+108071+14816+13489+18795+18796+18797+18798+13488+16438+16439+16440"
"103","Allograft rejection","05330",36,21,0.999561081345877,5.90338406345829,0.158,0.449407343349589,0.568408543294209,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05330+14960+14990+14991+14998+15000+15001+15002+333715+16183+21939+14102+14103+14939+18646+16189+16191+12524+12487+21926+16159+16160"
"104","Salivary secretion","04970",71,61,0.179383559456517,-1.55396325327153,0.886,0.45125563742441,0.568408543294209,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04970+11554+11555+11556+11548+11549+11550+12671+212989+20496+14683+104110+104111+11512+11513+11514+11515+210044+224129+432530+18747+18749+19108+22318+14682+18795+18796+18797+18798+16438+16439+16440+11941+320707+381290+67972+18750+11830+12313+12314+12315+18125+234889+239134+54195+60596+19092+12182+12494+64177+13010+11928+11931+11932+11933+232975+27222+98660+20535+20544+76113+12796"
"105","Small cell lung cancer","05222",82,70,0.189461531291423,5.12590451189335,0.868,0.461311414661601,0.575540907815902,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05222+12447+12448+12566+16412+16398+16399+16400+16403+16410+17344+12576+20181+20182+20183+218772+11651+11652+23797+54124+12371+11783+17869+19211+18706+18707+18708+18709+18710+30955+320207+74769+14083+12826+12827+12830+14268+16772+16773+16774+16775+16776+16777+16780+16782+226519+23928+94216+11796+11798+329581+18126+19225+12675+16150+16151+18035+12048+22029+22030+22031+22032+22033+22034+13555+13557+242705+12571+18033+19697+19645"
"106","Jak-STAT signaling pathway","04630",120,101,0.217017540729491,-2.5048965514022,0.793,0.474931897790178,0.585472763497712,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04630+24063+24064+24066+101809+114715+114716+12048+12444+12445+17869+11651+11652+23797+18706+18707+18708+18709+18710+30955+320207+74769+20662+20663+19247+12700+18712+12703+192157+216233+56468+67296+12914+16391+20846+20847+20848+20850+20851+20852+17344+229615+56469+59004+15170+12402+208650+80794+20844+16451+16452+16453+54721+12804+12986+13857+15975+15976+15979+15980+16154+16155+16161+16162+16164+16165+16169+16184+16186+16190+16194+16195+16197+17480+18414+19116+209590+213208+230828+237313+57914+60504+13019+16156+16159+16160+16193+16878+83430+12981+16168+16183+16189+16191+16196+53603+60505+329244+13856+14599+19109+22018"
"107","Type I diabetes mellitus","04940",44,26,0.999792243347512,5.79686952053382,0.174,0.478210577818742,0.585472763497712,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04940+12487+16159+16160+12876+12524+19275+14417+15510+16183+16334+14103+14939+14960+14998+15000+15001+15002+14990+14991+333715+14102+18646+16175+16176+21926+16992"
"108","Neurotrophin signaling pathway","04722",118,97,0.414892644398407,28.0942719152045,0.438,0.49161005737021,0.587445227950011,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04722+18211+12064+18205+18706+18707+18708+18709+18710+30955+320207+74769+18803+234779+20416+20418+216148+271849+18753+18049+18053+11651+11652+23797+15461+16653+18176+26395+26396+109880+110157+20662+20663+110651+20111+20112+67071+12928+12929+107746+215449+19247+14388+12015+56637+56484+18035+18036+18037+18033+19697+11911+327826+228026+14103+77480+73086+12322+12325+12326+17179+26414+26419+26420+11848+26401+16476+17164+26415+29857+23939+26406+11857+192662+23921+16923+20399+11350+26400+12540+19353+22062+22034+170936+94275+72843+12070+192656+16179+73914+22627+16150+12313+12314+12315+19164+19165+12028"
"109","Graft-versus-host disease","05332",35,20,0.999704120094313,5.84196303398002,0.182,0.49199048865437,0.587445227950011,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05332+14960+14998+15000+15001+15002+14102+14103+14990+14991+333715+14939+18646+12487+21926+12524+16183+16193+16175+16176+16643"
"110","Circadian rhythm - mammal","04710",22,19,0.372099072288002,6.7235914945329,0.491,0.493274618889322,0.587445227950011,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04710+104318+27373+20893+79362+12952+12753+18143+217166+18626+18628+21402+26965+56438+103583+12234+50789+19883+19885+225998"
"111","Autoimmune thyroid disease","05320",39,23,0.999612144197723,5.83099130397696,0.195,0.513653711161721,0.606203929389058,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05320+14960+14998+15000+15001+15002+21939+22018+22095+14102+14103+14990+14991+333715+14939+18646+12640+22094+12477+16189+16191+16183+12524+12487"
"112","Viral carcinogenesis","05203",189,144,0.957626660604276,-6.39088381109891,0.22,0.538792843265363,0.62257812473872,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05203+22215+13383+105782+19303+54131+19645+19650+19651+21374+19179+16476+16391+12367+12370+16151+12028+12015+58801+22029+22030+22031+22033+20779+13194+11909+11911+12912+12913+12915+208647+208677+26427+78284+16451+20848+20850+20851+18706+18707+18708+18709+18710+30955+320207+74769+18033+18034+19696+19697+13654+13655+12566+12571+12578+18970+17120+234729+14534+18519+20807+71609+17096+20963+16453+252870+19664+19668+12444+12445+12427+12428+17246+66973+12447+12448+12771+15451+22335+15461+16653+18176+22627+22628+22629+22631+54401+66354+14884+14885+209357+23894+68153+74197+56463+12914+229906+11972+242341+83945+12575+12576+18746+15182+15183+15184+15185+208727+232232+433759+56233+79221+114713+12540+19353+11848+20259+227753+109711+11472+11474+18035+235459+71828+83602+107995+12649+54123+16195+17164+12266+14990+14991+333715+17000+15387+13205+19106+18747+18749+19108+12534+20684+319179+68024"
"113","Amyotrophic lateral sclerosis (ALS)","05014",55,46,0.378704736503053,11.5743262466976,0.561,0.541550578114635,0.62257812473872,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05014+20655+20511+14799+14800+14810+14812+14813+14814+53333+641376+21926+12362+12367+12028+12015+12048+11783+12371+12122+21937+21938+13163+26397+26399+26415+29857+18039+18040+380684+19132+19133+12359+18125+12460+74018+67819+19353+271457+19055+19056+19057+19058+19059+56398+70261+12364"
"114","Aldosterone-regulated sodium reabsorption","04960",36,31,0.291239832152995,-2.98826182902168,0.73,0.541785543665756,0.62257812473872,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04960+20276+20277+20278+11928+11931+11932+11933+232975+27222+98660+20393+110784+16653+83814+108017+15484+16337+18706+18707+18708+18709+18710+30955+320207+74769+18607+16334+16000+55948+18750+65962"
"115","Leukocyte transendothelial migration","04670",106,84,0.719610035362815,43.7663001935722,0.317,0.565249429612292,0.643892828514872,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04670+12737+12738+12741+18260+18417+53624+54419+54420+56173+58187+60363+69524+75677+17390+17395+19247+12562+18613+16414+12388+12927+16456+16408+16412+16401+16409+18706+18707+18708+18709+18710+30955+320207+74769+12387+11461+17906+17907+67268+67938+19877+19878+18750+14083+11848+83964+26415+29857+11855+12385+13058+224480+237038+13057+17970+19303+17969+19353+215449+22324+22325+57257+19354+17698+22350+223864+56508+16428+54354+12767+14678+14679+21838+22329+15894+18803+234779+12540+74734+22330+22323+109711+11472+11474"
"116","Tight junction","04530",121,97,0.636658601940993,-11.5788259565024,0.478,0.666365393076594,0.752533331836498,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04530+16456+72058+83964+18750+18753+18754+18755+18761+19052+19053+51792+73699+18260+12737+12738+12741+18417+53624+54419+54420+56173+58187+60363+75677+56513+58220+16897+217325+93742+14924+21872+13821+13822+13823+269587+12385+17475+13043+15163+30960+13000+13001+69908+11461+20742+17880+17882+17883+17886+17888+17906+17907+67268+67938+71960+77579+56449+11848+192195+20336+18759+18762+15461+16653+17532+18176+20130+11651+11652+23797+14678+14679+65964+211446+12387+27375+12540+20779+269643+52432+71978+72930+68328+109711+11472+11474+12361+21873+22612+50791+99470+19211+74094+75723+56217+224912+68188"
"117","Phototransduction","04744",23,20,0.33552441439217,1.00226046152295,0.949,0.682806368124025,0.763332738046341,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04744+333329+212541+18587+18588+225600+14685+14686+14688+14919+245650+214111+107477+14913+19674+24013+109689+19739+12313+12314+12315"
"118","Dorso-ventral axis formation","04320",22,19,0.372099072288002,-0.326433533722615,0.867,0.687582160988307,0.763332738046341,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04320+234857+68166+54418+330890+57746+57749+12877+18128+18129+18131+18132+14011+23871+23872+26395+16653+20662+20663+13649"
"119","Pertussis","05133",67,54,0.600148716617167,-11.1875973062275,0.582,0.716688023557261,0.788959084756313,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05133+16409+16412+16414+12313+12314+12315+21898+17087+18033+19697+17874+117149+54131+107607+16175+16176+18126+16193+83430+14678+14679+20311+16402+11848+12367+12369+50908+12259+12260+12262+12269+12258+12263+12266+15139+26415+29857+14281+16476+26414+26419+26420+21926+16179+22034+106759+12475+16159+16160+15900+16362+12362+216799+66824"
"120","Antigen processing and presentation","04612",58,38,0.998362612128671,-6.43702161623322,0.389,0.755682530024026,0.824953428609561,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04612+16149+14998+15000+18044+18045+18046+170767+19727+53970+12912+12265+13030+13039+13040+19141+65972+12504+16643+21356+12317+14827+14990+14991+333715+14960+15001+15002+21354+21355+12330+14828+15516+15519+15481+15482+15525+19186+21926"
"121","Tuberculosis","05152",155,125,0.583454175294383,-13.7111417012619,0.724,0.786443340405976,0.8514386577949,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05152+17533+17534+170776+170779+170780+170786+69142+110157+19344+19345+271457+225326+108664+114143+11972+11975+11984+140494+21871+242341+27060+54411+216238+16783+16784+13033+12313+12314+12315+12322+12325+14129+14130+12721+19055+19056+19057+19058+19059+56398+70261+16414+16409+12914+20846+16451+16452+15980+170767+19727+53970+12912+18044+18045+18046+24088+12265+18033+19697+22034+12475+17874+21898+21897+21899+12367+21926+21937+71609+11651+11652+23797+12370+12122+11783+12015+12371+12028+16149+14960+14998+15000+15001+15002+13040+16154+16159+16160+16175+16176+117149+81897+16193+11848+16985+16706+12795+16411+16803+22337+13115+12796+16173+83430+192656+20963+20779+332579+240354+12042+15979+15510+15526+26414+26419+26420+26415+29857+21803+21808+21809+16179+16155+12266+18126"
"122","Parkinson's disease","05012",124,98,0.747134372782356,-8.03284197536079,0.622,0.820842471205681,0.878857984600439,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05012+66725+22201+74153+22187+22195+56791+50873+67847+14763+57320+68943+20617+22223+100041273+104130+17991+17993+17995+226646+227197+407785+407790+54405+595136+66046+66108+66218+66377+66414+66416+66495+66916+67130+67184+67264+67273+68194+68197+68198+68202+68342+68375+69875+70316+72900+75406+78330+66925+66945+67680+22272+66445+66594+66694+67003+67530+12857+12858+12861+12862+12864+12866+12867+12868+12869+20463+333182+66142+78174+84682+11946+11947+11949+11950+11951+11957+228033+28080+66043+67126+71679+105675+11739+11740+22333+22334+22335+140499+22213+56228+67128+21823+13162+12371+12367+11783+110877+214084"
"123","Asthma","05310",16,12,0.825187267983618,0,NA,0.825187267983618,0.878857984600439,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu05310+14960+14998+15000+15001+15002+21939+16189+19074+13861+20292+16191+21926"
"124","NOD-like receptor signaling pathway","04621",53,42,0.696093905501892,6.16342834638639,0.702,0.838582234015039,0.885921553677178,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04621+107607+192656+16151+18035+18036+18033+19697+12675+16150+26409+66513+66724+68652+14825+20304+21926+332579+11796+216799+66824+12362+16176+16173+22051+12370+268973+67955+15516+15519+22027+59079+16193+26414+26419+26420+26415+29857+239319+21929+17940+19200+22034"
"125","Endocrine and other factor-regulated calcium reabsorption","04961",46,37,0.620781269533279,2.32173553999789,0.875,0.87469284594192,0.911891561913,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu04961+19228+22337+67972+12307+12062+12757+67300+74325+11772+11773+232910+71770+53869+103967+13429+13430+74006+18750+14682+18795+18796+18797+18798+13982+18747+18749+19108+11512+11515+14683+11928+11931+11932+11933+232975+27222+98660"
"126","Systemic lupus erythematosus","05322",83,39,0.999999999999102,5.07421228089088,0.549,0.878211603772165,0.911891561913,1,"Activated","http://www.genome.jp/dbget-bin/show_pathway?mmu05322+14129+14130+15139+12266+12263+50908+12259+12260+12262+12274+110382+230558+69379+21926+12524+12487+14960+14998+15000+15001+15002+21939+15270+26914+404634+51788+77605+319179+68024+15081+20821+20822+20638+20641+67332+109711+11472+11474+14812"
"127","Complement and coagulation cascades","04610",64,50,0.771933001046544,-13.6863762057238,0.724,0.884047544755351,0.911891561913,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04610+12946+58992+14071+74145+14061+14067+14058+14068+14062+15160+14161+99571+19128+232345+21788+11905+22371+14069+14066+18793+56373+18816+18792+18791+18787+12902+12061+12062+12266+12628+12273+12267+12509+110382+230558+69379+12274+15139+12269+12258+50908+12259+12260+12262+12263+17195+17174+17175+17221+13136"
"128","Olfactory transduction","04740",54,32,0.999940082961243,-9.02204981028617,0.596,0.904420226898485,0.925617575966418,1,"Inhibited","http://www.genome.jp/dbget-bin/show_pathway?mmu04740+12322+12325+14680+12313+12314+12315+18575+18747+18749+19108+104111+170639+257947+258356+258381+258571+258754+258922+258938+259063+404319+56014+56860+12790+233649+333329+19092+107477+14913+320129+23844+80797"
